y,flux,flux_err,mb_flux
14.281250,0.037410,0.000159,0.000000
14.343750,0.036944,0.000158,0.000000
14.406250,0.037018,0.000158,0.000000
14.468750,0.036568,0.000157,0.000000
14.531250,0.036632,0.000157,0.000000
14.593750,0.036241,0.000156,0.000000
14.656250,0.036239,0.000156,0.000000
14.718750,0.036233,0.000156,0.000000
14.781250,0.035780,0.000155,0.000000
14.843750,0.035531,0.000155,0.000000
14.906250,0.035654,0.000155,0.000000
14.968750,0.035565,0.000155,0.000000
15.031250,0.035256,0.000154,0.000000
15.093750,0.035326,0.000154,0.000000
15.156250,0.035004,0.000154,0.000000
15.218750,0.035195,0.000154,0.000000
15.281250,0.034761,0.000153,0.000000
15.343750,0.034610,0.000153,0.000000
15.406250,0.034642,0.000153,0.000000
15.468750,0.034364,0.000152,0.000000
15.531250,0.034437,0.000153,0.000000
15.593750,0.034257,0.000152,0.000000
15.656250,0.034069,0.000152,0.000000
15.718750,0.033637,0.000151,0.000000
15.781250,0.033589,0.000151,0.000000
15.843750,0.033112,0.000149,0.000000
15.906250,0.033311,0.000150,0.000000
15.968750,0.033427,0.000150,0.000000
16.031250,0.033246,0.000150,0.000000
16.093750,0.032878,0.000149,0.000000
16.156250,0.032724,0.000149,0.000000
16.218750,0.032857,0.000149,0.000000
16.281250,0.032820,0.000149,0.000000
16.343750,0.032590,0.000148,0.000000
16.406250,0.032526,0.000148,0.000000
16.468750,0.032453,0.000148,0.000000
16.531250,0.032154,0.000147,0.000000
16.593750,0.031937,0.000147,0.000000
16.656250,0.031682,0.000146,0.000000
16.718750,0.031649,0.000146,0.000000
16.781250,0.031729,0.000146,0.000000
16.843750,0.031497,0.000146,0.000000
16.906250,0.031262,0.000145,0.000000
16.968750,0.031573,0.000146,0.000000
17.031250,0.031149,0.000145,0.000000
17.093750,0.031300,0.000145,0.000000
17.156250,0.031104,0.000145,0.000000
17.218750,0.030939,0.000144,0.000000
17.281250,0.031150,0.000145,0.000000
17.343750,0.030622,0.000144,0.000000
17.406250,0.030387,0.000143,0.000000
17.468750,0.030579,0.000144,0.000000
17.531250,0.030306,0.000143,0.000000
17.593750,0.030449,0.000143,0.000000
17.656250,0.030194,0.000143,0.000000
17.718750,0.029977,0.000142,0.000000
17.781250,0.030089,0.000142,0.000000
17.843750,0.030061,0.000142,0.000000
17.906250,0.029744,0.000142,0.000000
17.968750,0.029832,0.000142,0.000000
18.031250,0.029182,0.000140,0.000000
18.093750,0.029446,0.000141,0.000000
18.156250,0.029470,0.000141,0.000000
18.218750,0.029168,0.000140,0.000000
18.281250,0.029184,0.000140,0.000000
18.343750,0.029021,0.000140,0.000000
18.406250,0.029033,0.000140,0.000000
18.468750,0.028892,0.000140,0.000000
18.531250,0.028697,0.000139,0.000000
18.593750,0.028754,0.000139,0.000000
18.656250,0.028807,0.000139,0.000000
18.718750,0.028412,0.000139,0.000000
18.781250,0.028290,0.000138,0.000000
18.843750,0.028259,0.000138,0.000000
18.906250,0.028194,0.000138,0.000000
18.968750,0.028095,0.000138,0.000000
19.031250,0.027856,0.000137,0.000000
19.093750,0.027862,0.000137,0.000000
19.156250,0.027774,0.000137,0.000000
19.218750,0.027382,0.000136,0.000000
19.281250,0.027828,0.000137,0.000000
19.343750,0.027544,0.000136,0.000000
19.406250,0.027352,0.000136,0.000000
19.468750,0.027721,0.000137,0.000000
19.531250,0.027647,0.000137,0.000000
19.593750,0.027305,0.000136,0.000000
19.656250,0.026916,0.000134,0.000000
19.718750,0.027046,0.000135,0.000000
19.781250,0.026963,0.000135,0.000000
19.843750,0.026782,0.000135,0.000000
19.906250,0.027061,0.000135,0.000000
19.968750,0.026709,0.000134,0.000000
20.031250,0.026528,0.000134,0.000000
20.093750,0.026532,0.000134,0.000000
20.156250,0.026383,0.000133,0.000000
20.218750,0.026414,0.000133,0.000000
20.281250,0.026233,0.000133,0.000000
20.343750,0.026127,0.000133,0.000000
20.406250,0.026252,0.000133,0.000000
20.468750,0.025845,0.000132,0.000000
20.531250,0.025920,0.000132,0.000000
20.593750,0.025910,0.000132,0.000000
20.656250,0.025674,0.000132,0.000000
20.718750,0.025787,0.000132,0.000000
20.781250,0.025806,0.000132,0.000000
20.843750,0.025619,0.000132,0.000000
20.906250,0.025721,0.000132,0.000000
20.968750,0.025494,0.000131,0.000000
21.031250,0.025623,0.000131,0.000000
21.093750,0.025247,0.000131,0.000000
21.156250,0.025166,0.000130,0.000000
21.218750,0.025225,0.000131,0.000000
21.281250,0.025109,0.000130,0.000000
21.343750,0.025142,0.000130,0.000000
21.406250,0.024871,0.000129,0.000000
21.468750,0.024897,0.000130,0.000000
21.531250,0.024699,0.000129,0.000000
21.593750,0.024729,0.000129,0.000000
21.656250,0.024640,0.000129,0.000000
21.718750,0.024471,0.000128,0.000000
21.781250,0.024708,0.000129,0.000000
21.843750,0.024599,0.000129,0.000000
21.906250,0.024384,0.000128,0.000000
21.968750,0.024286,0.000128,0.000000
22.031250,0.024275,0.000128,0.000000
22.093750,0.024214,0.000128,0.000000
22.156250,0.024244,0.000128,0.000000
22.218750,0.024021,0.000127,0.000000
22.281250,0.024077,0.000128,0.000000
22.343750,0.023857,0.000127,0.000000
22.406250,0.023817,0.000127,0.000000
22.468750,0.023637,0.000126,0.000000
22.531250,0.023541,0.000126,0.000000
22.593750,0.023443,0.000126,0.000000
22.656250,0.023521,0.000126,0.000000
22.718750,0.023530,0.000126,0.000000
22.781250,0.023606,0.000126,0.000000
22.843750,0.023447,0.000126,0.000000
22.906250,0.023308,0.000125,0.000000
22.968750,0.023258,0.000125,0.000000
23.031250,0.023266,0.000125,0.000000
23.093750,0.023268,0.000125,0.000000
23.156250,0.023184,0.000125,0.000000
23.218750,0.023126,0.000125,0.000000
23.281250,0.022946,0.000124,0.000000
23.343750,0.022736,0.000124,0.000000
23.406250,0.022687,0.000124,0.000000
23.468750,0.022927,0.000124,0.000000
23.531250,0.022764,0.000124,0.000000
23.593750,0.022727,0.000124,0.000000
23.656250,0.022503,0.000123,0.000000
23.718750,0.022609,0.000124,0.000000
23.781250,0.022407,0.000123,0.000000
23.843750,0.022550,0.000123,0.000000
23.906250,0.022249,0.000122,0.000000
23.968750,0.022243,0.000123,0.000000
24.031250,0.022128,0.000122,0.000000
24.093750,0.022192,0.000122,0.000000
24.156250,0.022073,0.000122,0.000000
24.218750,0.022147,0.000122,0.000000
24.281250,0.021998,0.000122,0.000000
24.343750,0.021755,0.000121,0.000000
